hour_of_day,Payment_Mode,Price,Tea_Name,Time_of_Day,Weekday,Month_name,Weekdaysort,Mondaythsort,Date,Time
19,Cash,18,Adrak Chai,Night,Monday,July,1,7,08-07-2024,2.50.04
22,Paytm,12,Masala Chai,Night,Monday,July,1,7,08-07-2024,14.46.02
10,Paytm,18,Adrak Chai,Morning,Tuesday,July,2,7,09-07-2024,14.46.02
10,Cash,18,Adrak Chai,Morning,Tuesday,July,2,7,09-07-2024,14.46.02
11,Cash,18,Adrak Chai,Morning,Tuesday,July,2,7,09-07-2024,21.36.01
11,Cash,15,Black Tea,Morning,Tuesday,July,2,7,09-07-2024,22.49.09
16,Cash,18,Adrak Chai,Afternoon,Tuesday,July,2,7,09-07-2024,22.49.09
11,Cash,35,Irani Chai,Morning,Wednesday,July,3,7,10-07-2024,10.41.07
12,Cash,18,Adrak Chai,Afternoon,Wednesday,July,3,7,10-07-2024,10.41.07
22,Cash,12,Masala Chai,Night,Wednesday,July,3,7,10-07-2024,13.10.00
11,GPay,20,Tandoori Chai,Morning,Thursday,July,4,7,11-07-2024,13.10.00
16,Cash,18,Adrak Chai,Afternoon,Thursday,July,4,7,11-07-2024,13.10.00
22,Cash,12,Masala Chai,Night,Thursday,July,4,7,11-07-2024,22.13.06
22,Paytm,35,Irani Chai,Night,Thursday,July,4,7,11-07-2024,22.13.06
8,GPay,25,Rose Tea,Morning,Friday,July,5,7,12-07-2024,3.17.05
11,Paytm,20,Tandoori Chai,Morning,Friday,July,5,7,12-07-2024,3.17.05
22,Cash,20,Tandoori Chai,Night,Friday,July,5,7,12-07-2024,3.17.05
22,Paytm,20,Tandoori Chai,Night,Friday,July,5,7,12-07-2024,3.17.05
22,Cash,20,Tandoori Chai,Night,Friday,July,5,7,12-07-2024,3.17.05
10,GPay,12,Masala Chai,Morning,Saturday,July,6,7,12-07-2024,3.17.05
11,Cash,12,Masala Chai,Morning,Saturday,July,6,7,12-07-2024,3.17.05
10,GPay,35,Irani Chai,Morning,Sunday,July,7,7,12-07-2024,3.17.05
10,GPay,18,Adrak Chai,Morning,Sunday,July,7,7,12-07-2024,3.17.05
10,Cash,15,Black Tea,Morning,Sunday,July,7,7,12-07-2024,3.17.05
10,GPay,12,Masala Chai,Morning,Sunday,July,7,7,12-07-2024,3.17.05
11,Cash,35,Irani Chai,Morning,Sunday,July,7,7,12-07-2024,2.11.08
22,Paytm,12,Masala Chai,Night,Sunday,July,7,7,12-07-2024,2.11.08
7,Cash,15,Black Tea,Morning,Monday,July,1,7,12-07-2024,2.11.08
12,Cash,18,Adrak Chai,Afternoon,Tuesday,July,2,7,12-07-2024,23.37.05
19,Cash,20,Tandoori Chai,Night,Tuesday,July,2,7,12-07-2024,23.37.05
13,GPay,18,Adrak Chai,Afternoon,Wednesday,July,3,7,12-07-2024,4.59.07
11,Paytm,18,Adrak Chai,Morning,Thursday,July,4,7,12-07-2024,10.13.04
11,Paytm,30,Butter Chai,Morning,Thursday,July,4,7,12-07-2024,11.23.04
11,Cash,35,Irani Chai,Morning,Thursday,July,4,7,12-07-2024,11.23.04
11,GPay,35,Irani Chai,Morning,Thursday,July,4,7,12-07-2024,11.23.04
11,Paytm,25,Rose Tea,Morning,Thursday,July,4,7,12-07-2024,11.23.04
13,Cash,12,Masala Chai,Afternoon,Thursday,July,4,7,12-07-2024,23.33.08
18,Cash,15,Black Tea,Night,Thursday,July,4,7,12-07-2024,18.23.04
19,Cash,12,Masala Chai,Night,Thursday,July,4,7,12-07-2024,18.23.04
21,Cash,20,Tandoori Chai,Night,Thursday,July,4,7,12-07-2024,19.41.08
21,GPay,12,Masala Chai,Night,Thursday,July,4,7,12-07-2024,21.59.09
21,GPay,12,Masala Chai,Night,Thursday,July,4,7,12-07-2024,21.59.09
11,GPay,35,Irani Chai,Morning,Friday,July,5,7,12-07-2024,3.02.03
11,Cash,18,Adrak Chai,Morning,Friday,July,5,7,12-07-2024,16.20.05
12,Paytm,12,Masala Chai,Afternoon,Friday,July,5,7,12-07-2024,16.20.05
12,Paytm,18,Adrak Chai,Afternoon,Friday,July,5,7,12-07-2024,16.20.05
14,Cash,12,Masala Chai,Afternoon,Friday,July,5,7,12-07-2024,9.20.07
14,GPay,18,Green Tea,Afternoon,Friday,July,5,7,12-07-2024,11.22.01
16,Cash,12,Masala Chai,Afternoon,Friday,July,5,7,12-07-2024,11.22.01
16,Paytm,12,Masala Chai,Afternoon,Friday,July,5,7,12-07-2024,11.22.01
8,Cash,35,Irani Chai,Morning,Saturday,July,6,7,12-07-2024,5.44.05
8,Cash,12,Masala Chai,Morning,Saturday,July,6,7,12-07-2024,6.48.07
8,GPay,35,Irani Chai,Morning,Saturday,July,6,7,12-07-2024,7.51.04
9,Cash,12,Masala Chai,Morning,Saturday,July,6,7,12-07-2024,0.53.06
9,GPay,12,Masala Chai,Morning,Saturday,July,6,7,12-07-2024,2.27.08
10,Paytm,35,Irani Chai,Morning,Saturday,July,6,7,12-07-2024,2.27.08
15,Paytm,12,Masala Chai,Afternoon,Saturday,July,6,7,12-07-2024,15.09.02
10,Cash,18,Green Tea,Morning,Sunday,July,7,7,12-07-2024,15.09.02
11,Paytm,15,Black Tea,Morning,Sunday,July,7,7,12-07-2024,15.09.02
13,Cash,25,Rose Tea,Afternoon,Sunday,July,7,7,12-07-2024,15.09.02
13,Paytm,12,Masala Chai,Afternoon,Sunday,July,7,7,12-07-2024,15.09.02
8,Cash,35,Irani Chai,Morning,Monday,July,1,7,12-07-2024,13.23.01
8,Paytm,35,Irani Chai,Morning,Monday,July,1,7,12-07-2024,13.23.01
10,GPay,18,Adrak Chai,Morning,Monday,July,1,7,12-07-2024,15.37.03
16,Paytm,12,Masala Chai,Afternoon,Monday,July,1,7,12-07-2024,15.37.03
8,Cash,12,Masala Chai,Morning,Tuesday,July,2,7,12-07-2024,12.56.02
8,GPay,35,Irani Chai,Morning,Tuesday,July,2,7,12-07-2024,12.56.02
8,Cash,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,12.56.02
8,Cash,18,Green Tea,Morning,Tuesday,July,2,7,12-07-2024,12.56.02
8,Cash,12,Masala Chai,Morning,Tuesday,July,2,7,12-07-2024,12.56.02
9,Cash,35,Irani Chai,Morning,Tuesday,July,2,7,12-07-2024,1.45.07
10,Cash,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,3.36.05
15,GPay,18,Adrak Chai,Afternoon,Tuesday,July,2,7,12-07-2024,20.05.00
15,GPay,12,Masala Chai,Afternoon,Tuesday,July,2,7,12-07-2024,21.01.03
21,GPay,12,Masala Chai,Night,Tuesday,July,2,7,12-07-2024,1.40.06
21,Cash,35,Irani Chai,Night,Tuesday,July,2,7,12-07-2024,23.13.05
21,Paytm,35,Irani Chai,Night,Tuesday,July,2,7,12-07-2024,23.13.05
9,Paytm,18,Adrak Chai,Morning,Wednesday,July,3,7,12-07-2024,16.09.08
9,Paytm,18,Adrak Chai,Morning,Wednesday,July,3,7,12-07-2024,16.09.08
9,GPay,30,Butter Chai,Morning,Wednesday,July,3,7,12-07-2024,16.09.08
11,GPay,15,Black Tea,Morning,Wednesday,July,3,7,12-07-2024,16.09.08
13,GPay,12,Masala Chai,Afternoon,Wednesday,July,3,7,12-07-2024,16.09.08
14,Cash,30,Butter Chai,Afternoon,Wednesday,July,3,7,12-07-2024,16.09.08
15,GPay,12,Masala Chai,Afternoon,Wednesday,July,3,7,12-07-2024,18.30.05
19,GPay,15,Black Tea,Night,Wednesday,July,3,7,12-07-2024,15.05.07
19,Cash,15,Black Tea,Night,Wednesday,July,3,7,12-07-2024,16.59.08
21,Cash,18,Adrak Chai,Night,Wednesday,July,3,7,12-07-2024,17.36.08
21,Cash,35,Irani Chai,Night,Wednesday,July,3,7,12-07-2024,18.41.03
21,GPay,35,Irani Chai,Night,Wednesday,July,3,7,12-07-2024,18.41.03
7,GPay,35,Irani Chai,Morning,Thursday,July,4,7,12-07-2024,18.41.03
8,GPay,12,Masala Chai,Morning,Thursday,July,4,7,12-07-2024,18.41.03
10,Cash,18,Adrak Chai,Morning,Thursday,July,4,7,12-07-2024,18.41.03
11,Cash,35,Irani Chai,Morning,Thursday,July,4,7,12-07-2024,18.41.03
15,Paytm,15,Black Tea,Afternoon,Thursday,July,4,7,12-07-2024,18.41.03
19,GPay,15,Black Tea,Night,Thursday,July,4,7,12-07-2024,21.00.08
21,GPay,25,Rose Tea,Night,Thursday,July,4,7,12-07-2024,6.01.03
21,Paytm,30,Butter Chai,Night,Thursday,July,4,7,12-07-2024,6.50.00
22,Cash,25,Rose Tea,Night,Thursday,July,4,7,12-07-2024,6.50.00
22,Cash,18,Green Tea,Night,Thursday,July,4,7,12-07-2024,6.50.00
8,Paytm,12,Masala Chai,Morning,Friday,July,5,7,12-07-2024,6.50.00
9,Cash,18,Adrak Chai,Morning,Friday,July,5,7,12-07-2024,19.37.04
9,GPay,30,Butter Chai,Morning,Friday,July,5,7,12-07-2024,20.34.03
9,Cash,25,Rose Tea,Morning,Friday,July,5,7,12-07-2024,20.34.03
9,Cash,25,Rose Tea,Morning,Friday,July,5,7,12-07-2024,20.34.03
9,GPay,12,Masala Chai,Morning,Friday,July,5,7,12-07-2024,20.34.03
10,GPay,12,Masala Chai,Morning,Friday,July,5,7,12-07-2024,0.02.07
11,Paytm,18,Adrak Chai,Morning,Friday,July,5,7,12-07-2024,0.02.07
12,Cash,18,Adrak Chai,Afternoon,Friday,July,5,7,12-07-2024,7.01.07
12,Cash,15,Black Tea,Afternoon,Friday,July,5,7,12-07-2024,7.01.07
12,GPay,15,Black Tea,Afternoon,Friday,July,5,7,12-07-2024,7.01.07
13,Cash,12,Masala Chai,Afternoon,Friday,July,5,7,12-07-2024,9.56.01
17,Cash,35,Irani Chai,Night,Friday,July,5,7,12-07-2024,23.29.03
17,Cash,15,Black Tea,Night,Friday,July,5,7,12-07-2024,23.29.03
21,Cash,12,Masala Chai,Night,Friday,July,5,7,12-07-2024,15.09.06
22,GPay,18,Adrak Chai,Night,Friday,July,5,7,12-07-2024,15.09.06
9,Cash,15,Black Tea,Morning,Saturday,July,6,7,12-07-2024,9.16.05
11,Paytm,18,Adrak Chai,Morning,Saturday,July,6,7,12-07-2024,9.16.05
12,Cash,18,Adrak Chai,Afternoon,Saturday,July,6,7,12-07-2024,9.16.05
12,Paytm,30,Butter Chai,Afternoon,Saturday,July,6,7,12-07-2024,9.16.05
12,Cash,18,Adrak Chai,Afternoon,Saturday,July,6,7,12-07-2024,9.16.05
14,Cash,30,Butter Chai,Afternoon,Saturday,July,6,7,12-07-2024,9.16.05
14,GPay,12,Masala Chai,Afternoon,Saturday,July,6,7,12-07-2024,9.16.05
17,Paytm,15,Black Tea,Night,Saturday,July,6,7,12-07-2024,2.33.04
17,GPay,15,Black Tea,Night,Saturday,July,6,7,12-07-2024,3.39.01
17,GPay,18,Adrak Chai,Night,Saturday,July,6,7,12-07-2024,9.00.04
17,Cash,18,Adrak Chai,Night,Saturday,July,6,7,12-07-2024,10.08.01
20,Paytm,12,Masala Chai,Night,Saturday,July,6,7,12-07-2024,10.08.01
22,Cash,15,Black Tea,Night,Saturday,July,6,7,12-07-2024,10.08.01
11,Cash,30,Butter Chai,Morning,Sunday,July,7,7,12-07-2024,7.25.09
14,Cash,18,Adrak Chai,Afternoon,Sunday,July,7,7,12-07-2024,17.54.02
14,GPay,12,Masala Chai,Afternoon,Sunday,July,7,7,12-07-2024,18.52.02
8,GPay,12,Masala Chai,Morning,Monday,July,1,7,12-07-2024,12.06.04
9,GPay,35,Irani Chai,Morning,Monday,July,1,7,12-07-2024,4.48.00
9,GPay,18,Adrak Chai,Morning,Monday,July,1,7,12-07-2024,15.46.02
9,Cash,35,Irani Chai,Morning,Monday,July,1,7,12-07-2024,19.44.01
9,Cash,18,Adrak Chai,Morning,Monday,July,1,7,12-07-2024,19.44.01
9,Paytm,15,Black Tea,Morning,Monday,July,1,7,12-07-2024,19.44.01
10,Paytm,20,Tandoori Chai,Morning,Monday,July,1,7,12-07-2024,19.44.01
10,GPay,20,Tandoori Chai,Morning,Monday,July,1,7,12-07-2024,19.44.01
19,Cash,15,Black Tea,Night,Monday,July,1,7,12-07-2024,6.31.01
19,Cash,35,Irani Chai,Night,Monday,July,1,7,12-07-2024,6.31.01
21,GPay,18,Green Tea,Night,Monday,July,1,7,12-07-2024,6.31.01
7,Cash,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,6.31.01
8,Cash,25,Rose Tea,Morning,Tuesday,July,2,7,12-07-2024,5.07.02
8,Cash,15,Black Tea,Morning,Tuesday,July,2,7,12-07-2024,20.51.01
9,Paytm,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,13.43.02
10,GPay,25,Rose Tea,Morning,Tuesday,July,2,7,12-07-2024,17.11.01
10,Cash,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,19.34.02
10,GPay,12,Masala Chai,Morning,Tuesday,July,2,7,12-07-2024,23.20.01
11,Cash,35,Irani Chai,Morning,Tuesday,July,2,7,12-07-2024,12.07.04
11,Paytm,30,Butter Chai,Morning,Tuesday,July,2,7,12-07-2024,13.16.02
11,Paytm,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,14.41.07
11,GPay,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,16.01.06
11,Cash,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,16.01.06
11,Paytm,18,Adrak Chai,Morning,Tuesday,July,2,7,12-07-2024,16.01.06
12,Paytm,12,Masala Chai,Afternoon,Tuesday,July,2,7,12-07-2024,8.07.05
15,Cash,18,Adrak Chai,Afternoon,Tuesday,July,2,7,12-07-2024,16.09.06
16,Paytm,25,Rose Tea,Afternoon,Tuesday,July,2,7,12-07-2024,8.52.09
16,Paytm,18,Adrak Chai,Afternoon,Tuesday,July,2,7,12-07-2024,9.43.06
20,Cash,30,Butter Chai,Night,Tuesday,July,2,7,12-07-2024,9.43.06
20,Cash,18,Adrak Chai,Night,Tuesday,July,2,7,12-07-2024,9.43.06
20,Cash,18,Adrak Chai,Night,Tuesday,July,2,7,12-07-2024,9.43.06
20,Cash,18,Adrak Chai,Night,Tuesday,July,2,7,12-07-2024,9.43.06
21,Cash,12,Masala Chai,Night,Tuesday,July,2,7,12-07-2024,9.43.06
22,Cash,35,Irani Chai,Night,Tuesday,July,2,7,12-07-2024,15.21.05
22,Paytm,15,Black Tea,Night,Tuesday,July,2,7,12-07-2024,16.19.03
7,Cash,18,Adrak Chai,Morning,Wednesday,July,3,7,12-07-2024,16.19.03
8,GPay,18,Adrak Chai,Morning,Wednesday,July,3,7,12-07-2024,16.19.03
8,Cash,18,Adrak Chai,Morning,Wednesday,July,3,7,12-07-2024,16.19.03
9,Cash,35,Irani Chai,Morning,Wednesday,July,3,7,12-07-2024,16.19.03
9,Paytm,35,Irani Chai,Morning,Wednesday,July,3,7,12-07-2024,16.19.03
9,Cash,18,Adrak Chai,Morning,Wednesday,July,3,7,12-07-2024,16.19.03
13,Paytm,18,Green Tea,Afternoon,Wednesday,July,3,7,12-07-2024,11.42.06
13,Cash,12,Masala Chai,Afternoon,Wednesday,July,3,7,12-07-2024,14.00.03
13,Cash,18,Adrak Chai,Afternoon,Wednesday,July,3,7,12-07-2024,14.00.03
17,Cash,25,Rose Tea,Night,Wednesday,July,3,7,12-07-2024,14.00.03
18,Paytm,12,Masala Chai,Night,Wednesday,July,3,7,12-07-2024,4.15.00
19,Paytm,25,Rose Tea,Night,Wednesday,July,3,7,12-07-2024,22.38.09
19,Cash,12,Masala Chai,Night,Wednesday,July,3,7,12-07-2024,22.38.09
20,Cash,18,Green Tea,Night,Wednesday,July,3,7,12-07-2024,22.38.09
20,Cash,25,Rose Tea,Night,Wednesday,July,3,7,12-07-2024,22.38.09
20,GPay,12,Masala Chai,Night,Wednesday,July,3,7,12-07-2024,22.38.09
20,Cash,15,Black Tea,Night,Wednesday,July,3,7,12-07-2024,22.38.09
20,Paytm,25,Rose Tea,Night,Wednesday,July,3,7,12-07-2024,22.38.09
20,Paytm,18,Adrak Chai,Night,Wednesday,July,3,7,12-07-2024,22.38.09
21,Paytm,12,Masala Chai,Night,Wednesday,July,3,7,12-07-2024,21.26.26
21,GPay,12,Masala Chai,Night,Wednesday,July,3,7,12-07-2024,21.26.26
21,Cash,12,Masala Chai,Night,Wednesday,July,3,7,12-07-2024,21.26.26
7,GPay,18,Adrak Chai,Morning,Thursday,August,4,8,01-08-2024,21.26.26
9,Paytm,18,Adrak Chai,Morning,Thursday,August,4,8,01-08-2024,21.26.26
11,Paytm,18,Adrak Chai,Morning,Thursday,August,4,8,01-08-2024,4.14.01
11,Cash,18,Adrak Chai,Morning,Thursday,August,4,8,01-08-2024,22.46.04
13,GPay,25,Rose Tea,Afternoon,Thursday,August,4,8,01-08-2024,22.46.06
13,Paytm,15,Black Tea,Afternoon,Thursday,August,4,8,01-08-2024,23.37.03
13,Cash,15,Black Tea,Afternoon,Thursday,August,4,8,01-08-2024,23.37.03
15,Cash,18,Adrak Chai,Afternoon,Thursday,August,4,8,01-08-2024,23.37.03
16,Paytm,18,Adrak Chai,Afternoon,Thursday,August,4,8,01-08-2024,23.37.03
16,GPay,35,Irani Chai,Afternoon,Thursday,August,4,8,01-08-2024,23.37.03
17,Cash,35,Irani Chai,Night,Thursday,August,4,8,01-08-2024,23.35.02
20,Paytm,15,Black Tea,Night,Thursday,August,4,8,01-08-2024,23.35.02
9,Cash,18,Adrak Chai,Morning,Friday,August,5,8,02-08-2024,1.54.02
9,Cash,18,Adrak Chai,Morning,Friday,August,5,8,02-08-2024,1.54.02
11,Paytm,25,Rose Tea,Morning,Friday,August,5,8,02-08-2024,9.19.05
18,Paytm,18,Adrak Chai,Night,Friday,August,5,8,02-08-2024,8.35.03
21,Cash,12,Masala Chai,Night,Friday,August,5,8,02-08-2024,23.04.04
8,Cash,18,Adrak Chai,Morning,Saturday,August,6,8,03-08-2024,23.04.04
9,Paytm,18,Adrak Chai,Morning,Saturday,August,6,8,03-08-2024,23.04.04
9,Cash,18,Adrak Chai,Morning,Saturday,August,6,8,03-08-2024,23.04.04
10,Cash,18,Adrak Chai,Morning,Saturday,August,6,8,03-08-2024,12.25.06
11,GPay,25,Rose Tea,Morning,Saturday,August,6,8,03-08-2024,20.26.06
11,GPay,25,Rose Tea,Morning,Saturday,August,6,8,03-08-2024,11.21.22
11,Cash,30,Butter Chai,Morning,Saturday,August,6,8,03-08-2024,11.21.22
11,GPay,18,Adrak Chai,Morning,Saturday,August,6,8,03-08-2024,11.21.22
12,GPay,18,Adrak Chai,Afternoon,Saturday,August,6,8,03-08-2024,3.35.08
16,GPay,18,Adrak Chai,Afternoon,Saturday,August,6,8,03-08-2024,3.35.08
18,Cash,15,Black Tea,Night,Saturday,August,6,8,03-08-2024,3.35.08
21,Cash,12,Masala Chai,Night,Saturday,August,6,8,03-08-2024,3.35.08
21,Cash,12,Masala Chai,Night,Saturday,August,6,8,03-08-2024,3.35.08
8,GPay,15,Black Tea,Morning,Sunday,August,7,8,04-08-2024,18.37.03
10,GPay,18,Adrak Chai,Morning,Sunday,August,7,8,04-08-2024,18.37.03
11,GPay,15,Black Tea,Morning,Sunday,August,7,8,04-08-2024,18.37.03
11,GPay,18,Adrak Chai,Morning,Sunday,August,7,8,04-08-2024,18.37.03
15,Cash,15,Black Tea,Afternoon,Sunday,August,7,8,04-08-2024,18.37.03
15,GPay,15,Black Tea,Afternoon,Sunday,August,7,8,04-08-2024,18.37.03
8,Cash,25,Rose Tea,Morning,Monday,August,1,8,05-08-2024,18.37.03
9,GPay,18,Adrak Chai,Morning,Monday,August,1,8,05-08-2024,19.19.02
11,GPay,25,Rose Tea,Morning,Monday,August,1,8,05-08-2024,20.47.04
13,Cash,15,Black Tea,Afternoon,Monday,August,1,8,05-08-2024,20.47.04
16,GPay,12,Masala Chai,Afternoon,Monday,August,1,8,05-08-2024,5.57.07
16,Cash,12,Masala Chai,Afternoon,Monday,August,1,8,05-08-2024,7.18.08
17,Cash,12,Masala Chai,Night,Monday,August,1,8,05-08-2024,7.18.08
17,Cash,18,Adrak Chai,Night,Monday,August,1,8,05-08-2024,7.18.08
19,Paytm,12,Masala Chai,Night,Monday,August,1,8,05-08-2024,20.02.07
19,Cash,12,Masala Chai,Night,Monday,August,1,8,05-08-2024,20.02.07
20,Paytm,18,Green Tea,Night,Monday,August,1,8,05-08-2024,20.02.07
20,Paytm,18,Green Tea,Night,Monday,August,1,8,05-08-2024,20.02.07
22,GPay,18,Adrak Chai,Night,Monday,August,1,8,05-08-2024,20.02.07
10,Paytm,25,Rose Tea,Morning,Tuesday,August,2,8,06-08-2024,21.03.03
10,Paytm,20,Tandoori Chai,Morning,Tuesday,August,2,8,06-08-2024,21.03.03
17,Cash,15,Black Tea,Night,Tuesday,August,2,8,06-08-2024,21.03.03
17,Cash,12,Masala Chai,Night,Tuesday,August,2,8,06-08-2024,21.03.03
17,GPay,18,Green Tea,Night,Tuesday,August,2,8,06-08-2024,21.03.03
19,Cash,12,Masala Chai,Night,Tuesday,August,2,8,06-08-2024,4.04.05
19,GPay,18,Adrak Chai,Night,Tuesday,August,2,8,06-08-2024,5.23.01
20,GPay,12,Masala Chai,Night,Tuesday,August,2,8,06-08-2024,4.27.01
8,GPay,18,Adrak Chai,Morning,Wednesday,August,3,8,07-08-2024,4.27.01
12,Cash,35,Irani Chai,Afternoon,Wednesday,August,3,8,07-08-2024,12.26.08
12,Paytm,35,Irani Chai,Afternoon,Wednesday,August,3,8,07-08-2024,13.40.07
13,Paytm,30,Butter Chai,Afternoon,Wednesday,August,3,8,07-08-2024,11.16.02
16,Cash,35,Irani Chai,Afternoon,Wednesday,August,3,8,07-08-2024,19.01.07
19,GPay,12,Masala Chai,Night,Wednesday,August,3,8,07-08-2024,19.01.07
20,GPay,18,Green Tea,Night,Wednesday,August,3,8,07-08-2024,19.01.07
21,Cash,15,Black Tea,Night,Wednesday,August,3,8,07-08-2024,18.12.00
22,Paytm,12,Masala Chai,Night,Wednesday,August,3,8,07-08-2024,18.12.00
22,Cash,12,Masala Chai,Night,Wednesday,August,3,8,07-08-2024,18.12.00
8,Cash,30,Butter Chai,Morning,Thursday,August,4,8,08-08-2024,18.12.00
8,Cash,25,Rose Tea,Morning,Thursday,August,4,8,08-08-2024,18.12.00
12,Cash,18,Adrak Chai,Afternoon,Thursday,August,4,8,08-08-2024,18.12.00
12,Cash,25,Rose Tea,Afternoon,Thursday,August,4,8,08-08-2024,18.12.00
12,GPay,25,Rose Tea,Afternoon,Thursday,August,4,8,08-08-2024,18.12.00
16,Cash,15,Black Tea,Afternoon,Thursday,August,4,8,08-08-2024,18.12.00
17,Cash,15,Black Tea,Night,Thursday,August,4,8,08-08-2024,17.51.07
21,Cash,18,Adrak Chai,Night,Thursday,August,4,8,08-08-2024,17.51.07
7,Paytm,12,Masala Chai,Morning,Friday,August,5,8,09-08-2024,17.51.07
9,Cash,35,Irani Chai,Morning,Friday,August,5,8,09-08-2024,17.51.07
10,Paytm,25,Rose Tea,Morning,Friday,August,5,8,09-08-2024,13.07.05
10,Cash,18,Adrak Chai,Morning,Friday,August,5,8,09-08-2024,13.07.05
11,GPay,12,Masala Chai,Morning,Friday,August,5,8,09-08-2024,13.07.05
11,Cash,35,Irani Chai,Morning,Friday,August,5,8,09-08-2024,13.07.05
18,Paytm,35,Irani Chai,Night,Friday,August,5,8,09-08-2024,13.07.05
19,Cash,20,Tandoori Chai,Night,Friday,August,5,8,09-08-2024,3.06.06
8,Cash,15,Black Tea,Morning,Saturday,August,6,8,10-08-2024,3.06.06
8,GPay,18,Adrak Chai,Morning,Saturday,August,6,8,10-08-2024,3.06.06
8,Cash,25,Rose Tea,Morning,Saturday,August,6,8,10-08-2024,3.06.06
11,Paytm,25,Rose Tea,Morning,Saturday,August,6,8,10-08-2024,3.06.06
11,Paytm,35,Irani Chai,Morning,Saturday,August,6,8,10-08-2024,3.06.06
12,Paytm,12,Masala Chai,Afternoon,Saturday,August,6,8,10-08-2024,15.10.09
12,Paytm,18,Adrak Chai,Afternoon,Saturday,August,6,8,10-08-2024,15.10.09
16,Paytm,12,Masala Chai,Afternoon,Saturday,August,6,8,10-08-2024,6.12.01
21,Cash,18,Green Tea,Night,Saturday,August,6,8,10-08-2024,16.48.06
21,Cash,18,Green Tea,Night,Saturday,August,6,8,10-08-2024,17.41.01
21,Paytm,18,Green Tea,Night,Saturday,August,6,8,10-08-2024,17.41.01
9,Paytm,12,Masala Chai,Morning,Sunday,August,7,8,11-08-2024,17.41.01
9,Cash,12,Masala Chai,Morning,Sunday,August,7,8,11-08-2024,17.41.01
10,GPay,18,Adrak Chai,Morning,Sunday,August,7,8,11-08-2024,17.23.06
11,Cash,15,Black Tea,Morning,Sunday,August,7,8,11-08-2024,17.23.06
11,Cash,18,Adrak Chai,Morning,Sunday,August,7,8,11-08-2024,17.23.06
12,Cash,25,Rose Tea,Afternoon,Sunday,August,7,8,11-08-2024,20.19.06
15,GPay,12,Masala Chai,Afternoon,Sunday,August,7,8,11-08-2024,20.19.06
15,GPay,18,Adrak Chai,Afternoon,Sunday,August,7,8,11-08-2024,20.19.06
15,Cash,18,Green Tea,Afternoon,Sunday,August,7,8,11-08-2024,20.19.06
16,GPay,15,Black Tea,Afternoon,Sunday,August,7,8,11-08-2024,20.19.06
16,Cash,30,Butter Chai,Afternoon,Sunday,August,7,8,11-08-2024,20.19.06
21,Cash,25,Rose Tea,Night,Sunday,August,7,8,11-08-2024,20.19.06
21,GPay,12,Masala Chai,Night,Sunday,August,7,8,11-08-2024,20.19.06
21,Paytm,12,Masala Chai,Night,Sunday,August,7,8,11-08-2024,20.19.06
22,Paytm,15,Black Tea,Night,Sunday,August,7,8,11-08-2024,20.19.06
8,Cash,20,Tandoori Chai,Morning,Monday,August,1,8,12-08-2024,20.19.06
11,Cash,18,Adrak Chai,Morning,Monday,August,1,8,12-08-2024,15.04.08
11,Paytm,35,Irani Chai,Morning,Monday,August,1,8,12-08-2024,19.29.05
11,Cash,12,Masala Chai,Morning,Monday,August,1,8,12-08-2024,20.23.06
11,Paytm,12,Masala Chai,Morning,Monday,August,1,8,12-08-2024,20.23.06
14,Cash,30,Butter Chai,Afternoon,Monday,August,1,8,12-08-2024,4.03.04
14,Cash,18,Adrak Chai,Afternoon,Monday,August,1,8,12-08-2024,5.06.09
15,Paytm,18,Adrak Chai,Afternoon,Monday,August,1,8,12-08-2024,5.06.09
18,Cash,18,Adrak Chai,Night,Monday,August,1,8,12-08-2024,5.04.08
21,GPay,18,Adrak Chai,Night,Monday,August,1,8,12-08-2024,5.04.08
21,Cash,12,Masala Chai,Night,Monday,August,1,8,12-08-2024,5.04.08
22,Cash,15,Black Tea,Night,Monday,August,1,8,12-08-2024,5.04.08
22,GPay,15,Black Tea,Night,Monday,August,1,8,12-08-2024,5.04.08
8,Cash,18,Adrak Chai,Morning,Tuesday,August,2,8,12-08-2024,5.04.08
9,Paytm,18,Adrak Chai,Morning,Tuesday,August,2,8,12-08-2024,14.21.06
9,Cash,18,Adrak Chai,Morning,Tuesday,August,2,8,12-08-2024,14.21.06
10,Cash,25,Rose Tea,Morning,Tuesday,August,2,8,12-08-2024,14.21.06
11,GPay,12,Masala Chai,Morning,Tuesday,August,2,8,12-08-2024,14.21.06
13,Paytm,18,Adrak Chai,Afternoon,Tuesday,August,2,8,12-08-2024,1.41.05
14,Cash,12,Masala Chai,Afternoon,Tuesday,August,2,8,12-08-2024,1.41.05
15,Cash,15,Black Tea,Afternoon,Tuesday,August,2,8,12-08-2024,1.41.05
15,Cash,18,Adrak Chai,Afternoon,Tuesday,August,2,8,12-08-2024,1.41.05
